Country/Territory,Coverage (age/grade),Drug Group,Lifetime,Notes,Past Month,Past Year,Region,Source,Subregion,Year of Estimate
Cyprus,(SS) 15 - 16,Cannabis-type,5, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Cyprus,16,Cannabis-type,5, ,3,4,EUROPE,ARQ,Western and Central Europe,2007
Cyprus,(SS) 15 - 16,Cannabis-type,7, ,5,7,EUROPE,ESPAD,Western and Central Europe,2011
Cyprus,15 - 24,Cannabis-type,10.9, ,2,4.3,EUROPE,ARQ,Western and Central Europe,2012
Cyprus,(SS) 15 - 16,Cannabis-type,7, ,5,,EUROPE,ESPAD,Western and Central Europe,2015
Cyprus,(SS) 15 - 34,Cannabis-type,17.2, ,2.2,2.2,EUROPE,ARQ,Western and Central Europe,2016
Czechia,(SS) 15 - 16,Cannabis-type,45.1, ,,35.4,EUROPE,ARQ./ ESPAD,Western and Central Europe,2007
Czechia,16,Cannabis-type,45.1, ,18.1,34.8,EUROPE,ARQ,Western and Central Europe,2007
Czechia,(SS) 15 - 16,Cannabis-type,42.3, ,14.6,29.7,EUROPE,ARQ,Western and Central Europe,2011
Czechia,(SS) 15 - 16,Cannabis-type,24,Male,8,,EUROPE,ARQ,Western and Central Europe,2014
Czechia,(SS) 15 - 16,Cannabis-type,24,Female,10,,EUROPE,ARQ,Western and Central Europe,2014
Czechia,(SS) 15 - 16,Cannabis-type,36.8, ,12.8,27,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Denmark,(SS) 15 - 16,Cannabis-type,25.5, ,,,EUROPE,ARQ,Western and Central Europe,2007
Denmark,(SS) 15 - 16,Cannabis-type,18.1, ,6.2,,EUROPE,ARQ / ESPAD,Western and Central Europe,2011
Denmark,(SS) 15 - 16,Cannabis-type,12.4, ,4.9,,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Estonia,(SS) 15 - 16,Cannabis-type,26.2, ,6.2,19.2,EUROPE,ARQ,Western and Central Europe,2007
Estonia,"11,13,15",Cannabis-type,14.3, ,2.66,8.7,EUROPE,HBSC,Western and Central Europe,2010
Estonia,(SS) 15 - 19,Cannabis-type,24.2, ,,,EUROPE,ARQ,Western and Central Europe,2011
Estonia,(SS) 15 - 16,Cannabis-type,25, ,8,,EUROPE,ESPAD,Western and Central Europe,2015
Estonia,"(SS) 6, 8, 12 grades",Cannabis-type,15, ,,,EUROPE,ARQ,Western and Central Europe,2013
Estonia,(SS) 15 - 16,Cannabis-type,25, ,,,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Faroe Islands,(SS) 15 - 16,Cannabis-type,6, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Faroe Islands,(SS) 15 - 16,Cannabis-type,6, ,1,,EUROPE,ESPAD,Western and Central Europe,2015
Finland,(SS) 15 - 16,Cannabis-type,8, ,2,6,EUROPE,ARQ,Western and Central Europe,2007
Finland,(SS) 15 - 16,Cannabis-type,11, ,3,9,EUROPE,ARQ,Western and Central Europe,2011
Finland,(SS) 15 - 16,Cannabis-type,0.708333333, ,,,EUROPE,ARQ,Western and Central Europe,2013
Finland,(SS) 15 - 16,Cannabis-type,8,Herb,,,EUROPE,ARQ,Western and Central Europe,2013
Finland,(SS) 15 - 16,Cannabis-type,5.5,Resin,,,EUROPE,ARQ,Western and Central Europe,2013
Finland,(SS) 15 - 16,Cannabis-type,8, ,2,7,EUROPE,ARQ (ESPAD),Western and Central Europe,2015
France,(SS) 15 - 16,Cannabis-type,31, ,,,EUROPE,ESPAD,Western and Central Europe,2007
France,17,Cannabis-type,41.5, ,6.5,34.6,EUROPE,ARQ,Western and Central Europe,2011
France,17,Cannabis-type,47.8,Urban areas (excluding overseas departments),25.5,38.2,EUROPE,ARQ,Western and Central Europe,2014
France,(SS) 15 - 16,Cannabis-type,31, ,17,,EUROPE,ESPAD,Western and Central Europe,2015
Germany,(SS) 15 - 16,Cannabis-type,25.2,Select regions,,17.2,EUROPE,ARQ,Western and Central Europe,2007
Germany,12 - 25,Cannabis-type,28.3, ,3.7,9.6,EUROPE,Die Drogenaffinität Jugendlicher in der Bundesrepublik Deutschland 2008.,Western and Central Europe,2008
Germany,(SS) 15 - 16,Cannabis-type,22.2,Select regions,,,EUROPE,ARQ/ESPAD,Western and Central Europe,2011
Germany,(SS) 12 - 17,Cannabis-type,6.7, ,1.9,4.6,EUROPE,ARQ,Western and Central Europe,2011
Germany,(SS) 15 - 16,Cannabis-type,8.8,Region Frankfurt am Main,2.2,6.6,EUROPE,ARQ,Western and Central Europe,2015
Gibraltar,(SS) 12 - 18,Cannabis-type,, ,,13.2,EUROPE,ARQ,Western and Central Europe,2008
Greece,15 - 16,Cannabis-type,7.2, ,4.1,6.3,EUROPE,ARQ,Western and Central Europe,2010
Greece,15 - 16,Cannabis-type,8.4, ,4,6.9,EUROPE,ARQ,Western and Central Europe,2011
Greece,(SS)15 - 16,Cannabis-type,9.08, ,4.15,7.44,EUROPE,ESPAD,Western and Central Europe,2015
Hungary,(SS) 15 - 16,Cannabis-type,5.3, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Hungary,(SS) 15 - 16,Cannabis-type,18.6, ,5.7,12.5,EUROPE,ESPAD,Western and Central Europe,2015
Iceland,(SS) 15 - 16,Cannabis-type,9, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Iceland,"11,13,15",Cannabis-type,8.75, ,3.64,6.9,EUROPE,HBSC,Western and Central Europe,2010
Iceland,(SS) 15 - 16,Cannabis-type,4, ,4,,EUROPE,ARQ,Western and Central Europe,2011
Iceland,(SS) 15 - 16,Cannabis-type,7, ,2,,EUROPE,ESPAD,Western and Central Europe,2015
Ireland,(SS) 15 - 16,Cannabis-type,20, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Ireland,(SS) 15 - 16,Cannabis-type,18, ,7,14,EUROPE,ARQ,Western and Central Europe,2011
Ireland,(SS) 10 - 17,Cannabis-type,, ,8.17,13.5,EUROPE,ARQ,Western and Central Europe,2014
Ireland,(SS) 15 - 16,Cannabis-type,19, ,9.8,16.8,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Italy,15 - 16,Cannabis-type,12.3, ,7.2,10.8,EUROPE,ARQ,Western and Central Europe,2010
Italy,(SS) 15 - 19,Cannabis-type,12.55, ,7.66,11.1,EUROPE,ARQ,Western and Central Europe,2012
Italy,(SS) 15 - 19,Cannabis-type,14.41, ,9.39,13.2,EUROPE,ARQ,Western and Central Europe,2013
Italy,(SS) 15 - 17,Cannabis-type,29,Male,16.1,24.5,EUROPE,ARQ,Western and Central Europe,2014
Italy,(SS) 15 - 17,Cannabis-type,21,Female,10.3,17.2,EUROPE,ARQ,Western and Central Europe,2014
Italy,(SS) 15 - 19,Cannabis-type,33.1, ,16.6,26.5,EUROPE,ARQ,Western and Central Europe,2015
Italy,(SS) 15 - 19,Cannabis-type,32.42, ,16.15,25.79,EUROPE,ARQ,Western and Central Europe,2016
Latvia,(SS) 15 - 16,Cannabis-type,22.7,Riga City,7.9,15.8,EUROPE,ARQ,Western and Central Europe,2010
Latvia,(SS) 15 - 16,Cannabis-type,24.5, ,6.3,16.4,EUROPE,ESPAD,Western and Central Europe,2011
Latvia,(SS) 15 - 16,Cannabis-type,21.34, ,5.77,14.24,EUROPE,ARQ,Western and Central Europe,2013
Latvia,(SS) 19,Cannabis-type,16.6, ,4.2,10.8,EUROPE,ARQ,Western and Central Europe,2015
Liechtenstein,12 - 16,Cannabis-type,16.2, ,,11.2,EUROPE,ARQ,Western and Central Europe,2005
Liechtenstein,12 - 19,Cannabis-type,16.2, ,,24.4,EUROPE,ARQ,Western and Central Europe,2005
Liechtenstein,(SS) 15 - 16,Cannabis-type,21, ,8,16,EUROPE,ARQ,Western and Central Europe,2011
Liechtenstein,(SS) 15 - 16,Cannabis-type,30.8, ,11.6,26.2,EUROPE,ARQ,Western and Central Europe,2015
Lithuania,(SS) 15 - 16,Cannabis-type,18.2, ,4.7,11.7,EUROPE,ESPAD,Western and Central Europe,2007
Lithuania,(SS) 15 - 16,Cannabis-type,19.6, ,4.8,12.5,EUROPE,ARQ,Western and Central Europe,2011
Lithuania,(SS) 15 - 16,Cannabis-type,17.7, ,4.3,11.3,EUROPE,ARQ,Western and Central Europe,2015
Luxembourg,11 - 17,Cannabis-type,27.4, ,,22.4,EUROPE,ARQ,Western and Central Europe,1999
Luxembourg,12 - 18,Cannabis-type,15.5, ,6.3,12.1,EUROPE,ARQ,Western and Central Europe,2010
Luxembourg,"11,13,15",Cannabis-type,8.49, ,4.19,6.75,EUROPE,HBSC,Western and Central Europe,2010
Malta,(SS) 15 - 16,Cannabis-type,12.9, ,5.3,10.6,EUROPE,ARQ,Western and Central Europe,2007
Malta,(SS) 15 - 16,Cannabis-type,9.8, ,4,8,EUROPE,ESPAD,Western and Central Europe,2011
Malta,(SS) 15 - 16,Cannabis-type,12.6, ,5.4,10.4,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Monaco,(SS) 15 - 16,Cannabis-type,28, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Monaco,(SS) 15 - 16,Cannabis-type,31, ,12,,EUROPE,ESPAD,Western and Central Europe,2015
Netherlands,(SS) 15 - 16,Cannabis-type,28, ,,15,EUROPE,ESPAD,Western and Central Europe,2007
Netherlands,12 - 18,Cannabis-type,11.8, ,5.3,9.3,EUROPE,ARQ,Western and Central Europe,2007
Netherlands,12 - 18,Cannabis-type,17.4, ,7.7,,EUROPE,ARQ,Western and Central Europe,2010
Netherlands,15 - 16,Cannabis-type,9.2, ,4.6,7.9,EUROPE,ARQ,Western and Central Europe,2014
Netherlands,(SS) 15 - 16,Cannabis-type,22, ,12,,EUROPE,ESPAD,Western and Central Europe,2015
Netherlands,(SS) 12 - 16,Cannabis-type,9.7, ,4.9,8.2,EUROPE,ARQ / ESPAD,Western and Central Europe,2015
Norway,(SS) 15 - 16,Cannabis-type,6, ,,6,EUROPE,ESPAD,Western and Central Europe,2007
Norway,(SS) 15 - 16,Cannabis-type,5, ,2,4,EUROPE,ESPAD,Western and Central Europe,2011
Norway,(SS) 15 - 16,Cannabis-type,7, ,2,,EUROPE,ESPAD,Western and Central Europe,2015
Poland,18 - 19,Cannabis-type,36, ,8,18,EUROPE,ARQ,Western and Central Europe,2010
Poland,(SS) 15 - 16,Cannabis-type,24.3, ,10.5,20.1,EUROPE,ARQ,Western and Central Europe,2012
Poland,(SS) 15 - 16,Cannabis-type,40.2, ,9,23.4,EUROPE,ARQ,Western and Central Europe,2013
Poland,(SS) 15 - 16,Cannabis-type,24, ,9,,EUROPE,ESPAD,Western and Central Europe,2015
Poland,(SS) 15 - 16,Cannabis-type,42, ,9.9,21,EUROPE,ARQ,Western and Central Europe,2016
Portugal,(SS) 16,Cannabis-type,13, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Portugal,13 - 18,Cannabis-type,, ,,10,EUROPE,ESPAD,Western and Central Europe,2007
Portugal,(SS) 15 - 16,Cannabis-type,16, ,9,16,EUROPE,ESPAD,Western and Central Europe,2011
Portugal,(SS) 15-16,Cannabis-type,15, ,8,13,EUROPE,ARQ,Western and Central Europe,2015
Slovakia,15 - 16,Cannabis-type,18.8, ,6.1,14.3,EUROPE,ARQ,Western and Central Europe,2010
Slovakia,15 - 16,Cannabis-type,38.5, ,11.9,25.7,EUROPE,ARQ,Western and Central Europe,2015
Slovenia,(SS) 16,Cannabis-type,24, ,,17.6,EUROPE,ESPAD,Western and Central Europe,2007
Slovenia,15 - 16,Cannabis-type,22, ,9.5,17.6,EUROPE,ARQ,Western and Central Europe,2007
Slovenia,(SS) 15 - 16,Cannabis-type,23, ,10,19,EUROPE,ARQ,Western and Central Europe,2011
Slovenia,(SS) 15 - 16,Cannabis-type,25, ,12,,EUROPE,ESPAD,Western and Central Europe,2015
Spain,14 - 18,Cannabis-type,33, ,17.2,26.4,EUROPE,ARQ,Western and Central Europe,2010
Spain,"11,13,15",Cannabis-type,27.31, ,15.97,23.7,EUROPE,HBSC,Western and Central Europe,2010
Spain,14 - 18,Cannabis-type,33.6, ,16.1,26.6,EUROPE,ARQ,Western and Central Europe,2012
Spain,14 - 18,Cannabis-type,29.1, ,18.6,25.4,EUROPE,ARQ,Western and Central Europe,2014
Spain,(SS) 15 - 16,Cannabis-type,, ,14,,EUROPE,ESPAD,Western and Central Europe,2015
Sweden,(SS) 15 - 16,Cannabis-type,7, ,,5,EUROPE,ARQ,Western and Central Europe,2009
Sweden,(SS) 15 - 16,Cannabis-type,7.4,Male,,,EUROPE,ARQ,Western and Central Europe,2014
Sweden,(SS) 15 - 16,Cannabis-type,5.9,Female,,,EUROPE,ARQ,Western and Central Europe,2014
Sweden,(SS) 15 - 16,Cannabis-type,6.7,"Herb, male",,,EUROPE,ARQ,Western and Central Europe,2014
Sweden,(SS) 15 - 16,Cannabis-type,4.8,"Herb, female",,,EUROPE,ARQ,Western and Central Europe,2014
Sweden,(SS) 15 - 16,Cannabis-type,4.7,"Resin, male",,,EUROPE,ARQ,Western and Central Europe,2014
Sweden,(SS) 15 - 16,Cannabis-type,3.7,"Resin, female",,,EUROPE,ARQ,Western and Central Europe,2014
Sweden,(SS) 15 - 16,Cannabis-type,7.1,Male,,,EUROPE,ARQ,Western and Central Europe,2015
Sweden,(SS) 15 - 16,Cannabis-type,4,Female,,,EUROPE,ARQ,Western and Central Europe,2015
Sweden,(SS) 15 - 16,Cannabis-type,6.6,"Herb, male",,,EUROPE,ARQ,Western and Central Europe,2015
Sweden,(SS) 15 - 16,Cannabis-type,3.5,"Herb, female",,,EUROPE,ARQ,Western and Central Europe,2015
Sweden,(SS) 15 - 16,Cannabis-type,4.5,"Resin, male",,,EUROPE,ARQ,Western and Central Europe,2015
Sweden,(SS) 15 - 16,Cannabis-type,2.7,"Resin, female",,,EUROPE,ARQ,Western and Central Europe,2015
Sweden,(SS) 15 - 16,Cannabis-type,4.7, ,,,EUROPE,ARQ,Western and Central Europe,2016
Switzerland,(SS) 15 - 16,Cannabis-type,33, ,,,EUROPE,ESPAD,Western and Central Europe,2007
Spain,"11,13,15",Cannabis-type,25.79, ,12.19,21.07,EUROPE,HBSC,Western and Central Europe,2010
Switzerland,(SS) 15 - 16,Cannabis-type,30,Male,14.2,,EUROPE,ARQ,Western and Central Europe,2014
Switzerland,(SS) 15 - 16,Cannabis-type,19.2,Female,10.2,,EUROPE,ARQ,Western and Central Europe,2014
United Kingdom (England),15,Cannabis-type,24.3, ,11.3,21.2,EUROPE,ARQ,Western and Central Europe,2010
United Kingdom (England),15,Cannabis-type,21.1, ,10.1,18.8,EUROPE,ARQ,Western and Central Europe,2011
United Kingdom (England),15,Cannabis-type,22.5, ,10.2,18.6,EUROPE,ARQ,Western and Central Europe,2012
United Kingdom (England),15,Cannabis-type,21.9, ,10.7,18.7,EUROPE,ARQ,Western and Central Europe,2013
United Kingdom (England),15,Cannabis-type,18.7, ,9.7,15.8,EUROPE,ARQ,Western and Central Europe,2014
United Kingdom (England),15,Cannabis-type,22.1, ,10.5,18.5,EUROPE,Government,Western and Central Europe,2016
United Kingdom (Scotland),(SS) 15,Cannabis-type,17, ,9,15,EUROPE,Government,Western and Central Europe,2013
United Kingdom (Scotland),(SS) 15,Cannabis-type,16.5, ,9.5,14.7,EUROPE,Government,Western and Central Europe,2015
United Kingdom (Wales),"11,13,15",Cannabis-type,21.58, ,10.06,18.77,EUROPE,HBSC,Western and Central Europe,2010
Australia,12 - 17,Cannabis-type,9.3, ,,6.8,OCEANIA,ARQ,Australia and New Zealand,2007
Australia,14 - 19,Cannabis-type,21.5, ,7.8,15.7,OCEANIA,ARQ,Australia and New Zealand,2010
Australia,14 - 19,Cannabis-type,18, ,7.6,14.8,OCEANIA,ARQ,Australia and New Zealand,2013
Australia,14 - 19,Cannabis-type,18, ,7.6,,OCEANIA,ARQ,Australia and New Zealand,2013
Australia,14 - 19,Cannabis-type,, ,,12.2,OCEANIA,ARQ,Australia and New Zealand,2016
New Zealand,15-24,Cannabis-type,,Household survey,,23.7,OCEANIA,Govt,Australia and New Zealand,2013
New Zealand,Youth 16 - 17,Cannabis-type,37.3,Household survey,,24.8,OCEANIA,Govt.,Australia and New Zealand,2008
New Zealand,13 - 17,Cannabis-type,27,Herb,,,OCEANIA,ARQ,Australia and New Zealand,2007
Fiji,Secondary/ High School,Cannabis-type,13, ,,,OCEANIA,Govt.,Melanesia,2004
Vanuatu,(SS) 12 - 17,Cannabis-type,5.6, ,,,OCEANIA,UNICEF,Melanesia,2000
Guam,(SS) Grades 9 - 12,Cannabis-type,45.5,Youth Risk Behavior Survey,23.3,,OCEANIA,Govt.,Micronesia,2007
Marshall Islands,(SS) Grades 9 - 12,Cannabis-type,13.9,Youth Risk Behavior Survey,8.5,,OCEANIA,Govt.,Micronesia,2007
Micronesia (Federated States of),(SS) 12 - 17,Cannabis-type,1.4, ,,,OCEANIA,UNICEF,Micronesia,2001
Northern Mariana Islands,(SS) Grades 9 - 12,Cannabis-type,54.9,Youth Risk Behavior Survey,31.9,,OCEANIA,Govt.,Micronesia,2007
Palau,(SS) Grades 9 - 12,Cannabis-type,59.8,Youth Risk Behavior Survey,38.5,,OCEANIA,Govt.,Micronesia,2007
American Samoa,(SS) Grades 9 - 12,Cannabis-type,17.6,Youth Risk Behavior Survey,10.2,,OCEANIA,Govt.,Polynesia,2007
Tonga,Students (14-17),Cannabis-type,31.8, ,,,OCEANIA,UNICEF,Polynesia,2001
Mauritius,14 - 18,Opioids,1.2, ,,,AFRICA,ARQ,Eastern Africa,2004
Algeria,15 - 17,Opioids,0.45,Heroin,0.34,0.38,AFRICA,ARQ,Northern Africa,2016
Egypt,15- 16,Opioids,,Pharmaceutical opioids,,3,AFRICA,ARQ,Northern Africa,2013
Egypt,15- 17,Opioids,, ,,2,AFRICA,ARQ,Northern Africa,2013
Morocco,(SS) 15 - 17,Opioids,1, ,,,AFRICA,ARQ,Northern Africa,2013
South Africa,13 - 22,Opioids,6.2,Heroin,,,AFRICA,ARQ,Southern and South-Eastern Africa,2008
South Africa,(SS) grades 8- 10,Opioids,0.8,"Heroin, Western Cape Town only",,,AFRICA,ARQ,Southern and South-Eastern Africa,2011
Antigua and Barbuda,Secondary/ High School,Opioids,0.9, ,,,AMERICAS,OAS (MEM),Caribbean,2005
Bahamas,15-16,Opioids,0.3, ,,,AMERICAS,Govt.,Caribbean,2008
Barbados,12 - 18,Opioids,1.3, ,,0.7,AMERICAS,ARQ,Caribbean,2002
Barbados,"(SS) ages 13, 15, & 17",Opioids,1, ,,,AMERICAS,OAS (MEM),Caribbean,2006
Dominica,"(SS) ages 13, 15, & 17",Opioids,0.3, ,,,AMERICAS,OAS (MEM),Caribbean,2006
Dominican Republic,12 - 18,Opioids,0.2, ,,,AMERICAS,ARQ,Caribbean,2008
Grenada,15 - 16,Opioids,0.7, ,0.2,0.4,AMERICAS,Govt.,Caribbean,2005
Haiti,15 - 16,Opioids,3, ,,1.9,AMERICAS,ARQ,Caribbean,2005
Jamaica,Ages 11 - 19,Opioids,1.7, ,,,AMERICAS,OAS,Caribbean,2006
Puerto Rico,(SS) Grades 9 - 12,Opioids,1.6,Youth Risk Behavior Survey,,,AMERICAS,Govt.,Caribbean,2005
Saint Vincent and the Grenadines,"(SS) ages 13, 15, & 17",Opioids,0.2, ,,,AMERICAS,OAS (MEM),Caribbean,2006
Trinidad and Tobago,11 - 24,Opioids,0.6, ,,0.3,AMERICAS,ARQ,Caribbean,2002
Belize,"(SS) ages 13, 15, & 17",Opioids,1.2, ,0.3,0.6,AMERICAS,OAS (MEM),Central America (excluding Mexico),2002
Costa Rica,15-16,Opioids,0.28,Heroin,0.08,0.12,AMERICAS,ARQ,Central America (excluding Mexico),2012
Costa Rica,15-16,Opioids,0.28, ,0.08,0.12,AMERICAS,ARQ,Central America (excluding Mexico),2012
Costa Rica,15-16,Opioids,0.37,Heroin,0.17,0.17,AMERICAS,ARQ,Central America (excluding Mexico),2015
Costa Rica,15 - 16,Opioids,0.2, ,,0.2,AMERICAS,ARQ,Central America (excluding Mexico),2015
Costa Rica,15 - 16,Opioids,0.2,Pharmaceutical opioids,,0.2,AMERICAS,ARQ,Central America (excluding Mexico),2015
El Salvador,13 - 17,Opioids,0.51, ,,,AMERICAS,ARQ,Central America (excluding Mexico),2008
El Salvador,17-25,Opioids,0.7, ,0,0.4,AMERICAS,"Estudio Nacional sobre Consumo de Drogas en Población Estudiantil Universitaria de El Salvador, 2012",Central America (excluding Mexico),2012
El Salvador,17 - 25,Opioids,0.1,Morphine,,,AMERICAS,"Estudio Nacional sobre Consumo de Drogas en Población Estudiantil Universitaria de El Salvador, 2012",Central America (excluding Mexico),2012
El Salvador,17 - 25,Opioids,0.6,Opium,0,0.4,AMERICAS,"Estudio Nacional sobre Consumo de Drogas en Población Estudiantil Universitaria de El Salvador, 2012",Central America (excluding Mexico),2012
El Salvador,13 - 17,Opioids,0.8, ,,,AMERICAS,ARQ,Central America (excluding Mexico),2016
El Salvador,13 - 17,Opioids,0.8,Heroin,,,AMERICAS,ARQ,Central America (excluding Mexico),2016
Guatemala,12 - 19,Opioids,0.28, ,,0.08,AMERICAS,ARQ,Central America (excluding Mexico),2004
Guatemala,11 - 22,Opioids,0.8,Heroin,,,AMERICAS,ARQ,Central America (excluding Mexico),2014
Honduras,12 - 17,Opioids,, ,,0.18,AMERICAS,ARQ,Central America (excluding Mexico),2005
Panama,18-25,Opioids,0.04,Heroin,,,AMERICAS,ARQ,Central America (excluding Mexico),2013
Mexico,12 - 17,Opioids,0.1, ,0,0.04,AMERICAS,National Addiction Household Survey,Northern America (including Mexico),2011
Mexico,12 - 17,Opioids,0.1, ,,,AMERICAS,National Addiction Household Survey,Northern America (including Mexico),2008
Mexico,15  - 16,Opioids,0.1, ,,0.001,AMERICAS,ARQ,Northern America (including Mexico),2011
Mexico,15  - 16,Opioids,0.1,Opium,,0.001,AMERICAS,ARQ,Northern America (including Mexico),2011
Mexico,15  - 16,Opioids,0.001,Heroin,,0.001,AMERICAS,ARQ,Northern America (including Mexico),2011
Mexico,15-16,Opioids,0.9,Heroin,0.3,0.5,AMERICAS,ARQ,Northern America (including Mexico),2014
Mexico,12 - 17,Opioids,0.03,Opium,,,AMERICAS,ARQ,Northern America (including Mexico),2016
Mexico,12 - 17,Opioids,0.1,Pharmaceutical opioids,0.01,0.03,AMERICAS,ARQ,Northern America (including Mexico),2016
United States of America,(SS) Grade 10,Opioids,1.3, ,0.4,0.8,AMERICAS,Govt.,Northern America (including Mexico),2010
United States of America,(SS) Grade 10,Opioids,1.2,Heroin,0.4,0.8,AMERICAS,ARQ,Northern America (including Mexico),2011
United States of America, (SS) Grade 10,Opioids,1.1,Heroin,0.4,0.6,AMERICAS,ARQ,Northern America (including Mexico),2012
United States of America, (SS) Grade 10,Opioids,0.7,Heroin with needle,0.2,0.4,AMERICAS,ARQ,Northern America (including Mexico),2012
United States of America, (SS) Grade 10,Opioids,1,Heroin,0.3,0.6,AMERICAS,ARQ,Northern America (including Mexico),2013
United States of America,15 - 16,Opioids,0.9,Heroin,0.4,0.5,AMERICAS,ARQ,Northern America (including Mexico),2014
United States of America,(SS) 15 - 16,Opioids,0.7,Heroin. Monitoring the future,0.2,0.5,AMERICAS,ARQ,Northern America (including Mexico),2015
United States of America,(SS) Grade 10,Opioids,0.6,Heroin,0.2,0.3,AMERICAS,ARQ,Northern America (including Mexico),2016
Argentina,13 - 17,Opioids,0.9, ,,,AMERICAS,ARQ,South America,2007
Argentina,15 - 16,Opioids,1, ,,,AMERICAS,ARQ,South America,2009
Argentina,15 - 16,Opioids,0.7,Heroin,,,AMERICAS,ARQ,South America,2011
Argentina,15 - 16,Opioids,0.8,Pharmaceutical opioids,,,AMERICAS,ARQ,South America,2014
Bolivia (Plurinational State of),13 - 18,Opioids,0.6, ,0.2,0.3,AMERICAS,ARQ,South America,2004
Bolivia (Plurinational State of),18 - 24,Opioids,0.06,Heroin,0.01,0.01,AMERICAS,ARQ,South America,2012
Bolivia (Plurinational State of),18 - 24,Opioids,0.38,Morphine,0,0.01,AMERICAS,ARQ,South America,2012
Bolivia (Plurinational State of),18 - 24,Opioids,0.27,Heroin,0.08,0.08,AMERICAS,OAS,South America,2016
Brazil,10 - 19,Opioids,0.3,Heroin,,,AMERICAS,ARQ,South America,2010
Brazil,10 - 19,Opioids,0.6,Prescription opioids,,,AMERICAS,ARQ,South America,2010
Chile,(SS) 15 - 16,Opioids,3.5,Heroin,0.7,1.4,AMERICAS,ARQ,South America,2009
Chile,(SS) 15 - 16,Opioids,1.95,Heroin,0.45,1.39,AMERICAS,ARQ,South America,2011
Chile,(SS) 15 - 16,Opioids,2.01,Heroin,0.35,0.82,AMERICAS,ARQ,South America,2013
Chile,(SS) 15 - 16,Opioids,1.98, ,0.28,0.74,AMERICAS,ARQ,South America,2015
Chile,(SS) 15 - 16,Opioids,1.98,Heroin,0.28,0.74,AMERICAS,ARQ,South America,2015
Colombia,12 - 17,Opioids,1.3,Heroin,,1.2,AMERICAS,ARQ,South America,2004
Colombia,11-18,Opioids,0.51,Heroin,0.19,0.36,AMERICAS,ARQ,South America,2011
Colombia,University,Opioids,0.25,Heroin,0.03,0.07,AMERICAS,ARQ,South America,2012
Colombia,18 - 24,Opioids,0.39, ,0.01,0.04,AMERICAS,Government,South America,2016
Ecuador,12 - 17,Opioids,0.9, ,,0.5,AMERICAS,ARQ,South America,2005
Ecuador,12 - 17,Opioids,0.4,Opium,0.04,0.1,AMERICAS,IV ENCUESTA NACIONAL SOBRE EL USO DE DROGAS EN ESTUDIANTES DE  12 A 17 AÑOS,South America,2012
Ecuador,12 - 17,Opioids,1,Heroin,0.2,0.5,AMERICAS,IV ENCUESTA NACIONAL SOBRE EL USO DE DROGAS EN ESTUDIANTES DE  12 A 17 AÑOS,South America,2012
Ecuador,12 - 17,Opioids,0.4,MORPHINE,0.06,0.13,AMERICAS,IV ENCUESTA NACIONAL SOBRE EL USO DE DROGAS EN ESTUDIANTES DE  12 A 17 AÑOS,South America,2012
Ecuador,12 - 17,Opioids,1.3, ,0.24,0.63,AMERICAS,ARQ,South America,2012
Guyana,12 - 18,Opioids,0.7, ,0.2,0.3,AMERICAS,ARQ,South America,2002
Paraguay,Youth (undefined),Opioids,0.3,Ages not specified,,,AMERICAS,ARQ,South America,2005
Paraguay,12+,Opioids,0.5,Heroin. School in cities of at least 30000,0,0,AMERICAS,ARQ,South America,2014
Peru,(SS) ages 13-17,Opioids,1, ,,,AMERICAS,OAS (MEM),South America,2005
Suriname,Secondary/ High School,Opioids,0.5, ,0,0,AMERICAS,OAS (MEM),South America,2006
Uruguay,13 - 17,Opioids,0.5, ,,0.3,AMERICAS,ARQ,South America,2003
Uruguay,13 - 17,Opioids,0.5, ,,,AMERICAS,ARQ,South America,2011
Uruguay,13 - 17,Opioids,0.2,Opium,,,AMERICAS,ARQ,South America,2011
Uruguay,13 - 17,Opioids,0.03,Heroin,,,AMERICAS,ARQ,South America,2011
Uruguay,13 - 17,Opioids,0.4,Prescription opioids,,,AMERICAS,ARQ,South America,2011
Uruguay,13 - 17,Opioids,0.2,Heroin,,,AMERICAS,ARQ,South America,2014
Uruguay,13 - 17,Opioids,0.1,Opium,,,AMERICAS,ARQ,South America,2014
Uruguay,13 - 17,Opioids,0.3,Pharmaceutical opioids,,,AMERICAS,ARQ,South America,2014
Uruguay,13 - 17,Opioids,0.5, ,,,AMERICAS,ARQ,South America,2014
Venezuela (Bolivarian Republic of),(SS) 12 - 18,Opioids,0.421088092,Heroin,0.147380832,0.1,AMERICAS,ARQ,South America,2009
